,director_name,duration,director_facebook_likes,actor_1_facebook_likes,gross,actor_1_name,movie_title,facenumber_in_poster,plot_keywords,language,content_rating,budget,title_year,imdb_score,movie_facebook_likes,genre
689,Steven Spielberg,127.0,14000.0,967.0,356784000.0,Wayne Knight,Jurassic Park,0.0,dinosaur|jurassic park|survival|theme park|tyrannosaurus rex,English,PG-13,63000000.0,1993.0,8.1,19000,Adventure
690,Lawrence Kasdan,212.0,759.0,2000.0,25052000.0,Dennis Quaid,Wyatt Earp,0.0,historically inaccurate|name calling|penis slur|vomiting|wyatt earp,English,PG-13,63000000.0,1994.0,6.6,0,Adventure
691,Phillip Noyce,141.0,176.0,11000.0,122012710.0,Harrison Ford,Clear and Present Danger,1.0,cia|colombia|colombian drug cartel|drugs|president,English,PG-13,62000000.0,1994.0,6.9,0,Action
692,Daniel Lee,103.0,10.0,21.0,72413.0,Si Won Choi,Dragon Blade,3.0,child fugitive|final battle|martial art|silk road|sword,Mandarin,R,65000000.0,2015.0,6.1,0,Action
693,Keenen Ivory Wayans,98.0,322.0,979.0,58255287.0,Chazz Palminteri,Littleman,1.0,diamond|infant|parody|spoof|sports violence,English,PG-13,64000000.0,2006.0,4.3,0,Comedy
694,Jonathan Mostow,116.0,84.0,11000.0,77086030.0,Matthew McConaughey,U-571,0.0,battle|historically inaccurate|submarine movie|u boat|world war two,English,PG-13,62000000.0,2000.0,6.6,0,Action
695,Rob Reiner,114.0,0.0,524.0,65000000.0,Shawna Waldron,The American President,0.0,lobbyist|president|senator|state dinner|widower,English,PG-13,62000000.0,1995.0,6.8,0,Comedy
696,Marco Schnabel,87.0,12.0,3000.0,32178777.0,Justin Timberlake,The Love Guru,6.0,bloopers during credits|bucket of popcorn|chastity belt|guru|toronto maple leafs,English,PG-13,62000000.0,2008.0,3.8,0,Comedy
697,Demian Lichtenstein,125.0,11.0,11000.0,15738632.0,Jon Lovitz,3000 Miles to Graceland,2.0,casino|elvis impersonator|gun|heist|rascal,English,R,42000000.0,2001.0,5.9,0,Action
698,Quentin Tarantino,187.0,16000.0,46000.0,54116191.0,Craig Stark,The Hateful Eight,1.0,blizzard|blood vomiting|bounty hunter|murder|shot in the crotch,English,R,44000000.0,2015.0,7.9,114000,Crime
699,Josh Gordon,93.0,8.0,8000.0,118153533.0,Will Ferrell,Blades of Glory,2.0,competition|fight|ice|jock strap|nintendo game boy advance,English,PG-13,61000000.0,2007.0,6.3,0,Comedy
700,Tim Hill,95.0,25.0,989.0,108012170.0,Gary Cole,Hop,0.0,drummer|easter|easter bunny|piaggio vespa gtv 250|slacker,English,PG,63000000.0,2011.0,5.5,0,Adventure
701,Zack Snyder,117.0,0.0,18000.0,210592590.0,Gerard Butler,300,0.0,battle|epic|greece|spartan|warrior,English,R,65000000.0,2006.0,7.7,13000,Action
702,Jay Roach,106.0,116.0,22000.0,279167575.0,Robert De Niro,Meet the Fockers,6.0,bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title,English,PG-13,80000000.0,2004.0,6.3,0,Comedy
703,David Frankel,115.0,64.0,2000.0,143151473.0,Eric Dane,Marley & Me,0.0,box office hit|dog|dog movie|florida|pet name in title,English,PG,60000000.0,2008.0,7.1,11000,Comedy
704,Frank Darabont,189.0,0.0,15000.0,136801374.0,Tom Hanks,The Green Mile,0.0,1930s|death row inmate|healing|prison guard|southern u.s.,English,R,60000000.0,1999.0,8.5,30000,Crime
705,Walt Becker,100.0,12.0,419.0,168213584.0,Jill Hennessy,Wild Hogs,3.0,biker gang|friend|motorcycle|new mexico|road trip,English,PG-13,,2007.0,5.9,0,Action
706,Mark Dindal,81.0,10.0,925.0,135381507.0,Catherine O'Hara,Chicken Little,0.0,alien invasion|chicken|fish|friend|panic,English,G,150000000.0,2005.0,5.8,912,Adventure
707,David Fincher,149.0,21000.0,835.0,167735396.0,Patrick Fugit,Gone Girl,0.0,based on novel|disappearance|missing person|missing wife|murder suspect,English,R,61000000.0,2014.0,8.1,146000,Crime
708,Doug Liman,119.0,218.0,13000.0,121468960.0,Matt Damon,The Bourne Identity,1.0,amnesia|assassin|money|political thriller|three word title,English,PG-13,60000000.0,2002.0,7.9,0,Action
709,Martin Campbell,130.0,258.0,394.0,106635996.0,Izabella Scorupco,GoldenEye,2.0,agent|cossack|official james bond series|russia|russian,English,PG-13,58000000.0,1995.0,7.2,0,Action
710,Simon West,116.0,165.0,577.0,102678089.0,Daniel von Bargen,The General's Daughter,0.0,army cid|cover up|military|murder|woman in military,English,R,95000000.0,1999.0,6.3,885,Drama
711,Peter Weir,103.0,608.0,2000.0,125603360.0,Natascha McElhone,The Truman Show,1.0,controlled environment|fictional reality show|hidden camera|innocence lost|simulated reality,English,PG,60000000.0,1998.0,8.1,18000,Comedy
712,Brenda Chapman,99.0,59.0,770.0,101217900.0,Martin Short,The Prince of Egypt,2.0,ancient egypt|hebrew|nudity|pharaoh|title directed by female,English,PG,70000000.0,1998.0,7.0,0,Adventure
713,Steve Carr,92.0,41.0,1000.0,104148781.0,Anjelica Huston,Daddy Day Care,1.0,bloopers during credits|breakfast cereal|department store ride|face painting|sponge bob square pants slippers,English,PG,60000000.0,2003.0,5.5,886,Comedy
714,Baltasar Kormákur,109.0,175.0,18000.0,75573300.0,Denzel Washington,2 Guns,1.0,close up of breasts|female nudity|fugitive|money|undercover,English,R,61000000.0,2013.0,6.7,22000,Action
715,Lawrence Guterman,87.0,6.0,3000.0,93375151.0,Carol Ann Susi,Cats & Dogs,0.0,cartoon on tv|cat|dog|scientist|secret agent,English,PG,60000000.0,2001.0,5.2,0,Action
716,F. Gary Gray,111.0,473.0,26000.0,106126012.0,Jason Statham,The Italian Job,6.0,gold|heist|revenge|traffic jam|venice italy,English,PG-13,60000000.0,2003.0,7.0,0,Action
717,Marc Lawrence,101.0,30.0,1000.0,93307796.0,Dorian Missick,Two Weeks Notice,2.0,developer|divorce|lawyer|love|new york city,English,PG-13,60000000.0,2002.0,6.1,0,Comedy
718,Eric Darnell,83.0,35.0,13000.0,90646554.0,Sylvester Stallone,Antz,0.0,ant|friend|princess|soldier|worker,English,PG,105000000.0,1998.0,6.6,0,Adventure
719,Peter Billingsley,113.0,0.0,4000.0,109176215.0,Jon Favreau,Couples Retreat,6.0,couple|island|marriage|tropical|voyeurism,English,PG-13,60000000.0,2009.0,5.5,0,Comedy
720,Tony Scott,107.0,12000.0,10000.0,82670733.0,Tom Cruise,Days of Thunder,0.0,driver|hot shot|racing|stock car driver|team,English,PG-13,60000000.0,1990.0,5.9,0,Action
721,Adam Shankman,94.0,163.0,12000.0,82569532.0,Taylor Lautner,Cheaper by the Dozen 2,6.0,children|competition|rival|second part|vacation,English,PG,60000000.0,2005.0,5.4,781,Adventure
722,Wes Ball,132.0,47.0,988.0,81687587.0,Ki Hong Lee,The Scorch Trials,0.0,desert|disease|escape|resistance|virus,English,PG-13,61000000.0,2015.0,6.4,24000,Action
723,Ryan Murphy,140.0,708.0,11000.0,80574010.0,James Franco,Eat Pray Love,1.0,divorce|emotional balance|female protagonist|indonesia|inner peace,English,PG-13,60000000.0,2010.0,5.7,26000,Drama
724,Brett Ratner,125.0,420.0,12000.0,75764085.0,Nicolas Cage,The Family Man,1.0,bowling|christmas|parallel universe|salesman|unfaithfulness,English,PG-13,60000000.0,2000.0,6.7,0,Comedy
725,Robert Schwentke,111.0,124.0,13000.0,90356857.0,Bruce Willis,RED,4.0,cia|female assassin|interrogation|office cubicle|spy,English,PG-13,58000000.0,2010.0,7.1,32000,Action
726,Oliver Stone,156.0,0.0,14000.0,75530832.0,Al Pacino,Any Given Sunday,5.0,breasts|coach|football|in medias res|vomiting,English,R,55000000.0,1999.0,6.8,0,Drama
727,Robert Redford,170.0,0.0,19000.0,75370763.0,Scarlett Johansson,The Horse Whisperer,0.0,grace|groom|horse|montana|western u.s.,English,PG-13,60000000.0,1998.0,6.5,0,Drama
728,Michael Mann,120.0,0.0,10000.0,100003492.0,Tom Cruise,Collateral,0.0,city by night|contract killer|driving at night|los angeles california|taxi,English,R,65000000.0,2004.0,7.6,0,Crime
729,Chuck Russell,100.0,55.0,12000.0,90341670.0,Dwayne Johnson,The Scorpion King,4.0,desert|king|showdown|sorceress|warrior,English,PG-13,60000000.0,2002.0,5.5,0,Action
730,Jay Russell,115.0,13.0,2000.0,74540762.0,Billy Burke,Ladder 49,2.0,death of husband|fire|firefighter|funeral|main character dies,English,PG-13,55000000.0,2004.0,6.5,0,Action
731,Christopher McQuarrie,130.0,188.0,10000.0,80033643.0,Tom Cruise,Jack Reacher,2.0,coma|mysterious villain|police chase|shooting range|sniper,English,PG-13,60000000.0,2012.0,7.0,38000,Action
732,Renny Harlin,105.0,212.0,1000.0,73648142.0,LL Cool J,Deep Blue Sea,1.0,alzheimer's disease|experiment|human versus shark|research|underwater headquarters,English,R,60000000.0,1999.0,5.8,0,Action
733,Kenny Ortega,111.0,197.0,433.0,71844424.0,Misha Gabriel Hamilton,This Is It,0.0,2000s|box office hit|comeback|rehearsal|year 2009,English,PG,60000000.0,2009.0,7.3,0,Documentary
734,Steven Soderbergh,106.0,0.0,13000.0,75638743.0,Matt Damon,Contagion,4.0,contagion|cure|infection|panic|virus,English,PG-13,60000000.0,2011.0,6.6,42000,Drama
735,David McNally,89.0,18.0,658.0,66734992.0,Estella Warren,Kangaroo Jack,0.0,australia|body paint|kangaroo|mob|money,English,PG,60000000.0,2003.0,4.4,858,Action
736,Henry Selick,100.0,253.0,309.0,75280058.0,Jennifer Saunders,Coraline,1.0,dream|new home|parallel worlds|scissors|secret door,English,PG,60000000.0,2009.0,7.7,10000,Animation
737,M. Night Shyamalan,91.0,0.0,11000.0,64505912.0,Zooey Deschanel,The Happening,0.0,bee|nature|park|school|teacher,English,R,48000000.0,2008.0,5.0,6000,Sci-Fi
738,Tony Scott,146.0,12000.0,18000.0,77862546.0,Denzel Washington,Man on Fire,2.0,bodyguard|journalist|kidnapping|mexico|police corruption,English,R,70000000.0,2004.0,7.7,14000,Action
739,Brian Robbins,98.0,48.0,21000.0,61112916.0,Robert Downey Jr.,The Shaggy Dog,0.0,animal as human|dog movie|elevator|human becoming an animal|sheepdog,English,PG,50000000.0,2006.0,4.4,747,Comedy
740,Todd Phillips,101.0,480.0,881.0,88200225.0,Snoop Dogg,Starsky & Hutch,5.0,cocaine|cop|criminal|partner|police,English,PG-13,60000000.0,2004.0,6.1,0,Comedy
741,Brian Levant,94.0,32.0,854.0,60573641.0,Jim Belushi,Jingle All the Way,1.0,action figure|christmas|hero|karate|toy,English,PG,60000000.0,1996.0,5.4,0,Comedy
742,Guillermo del Toro,132.0,0.0,366.0,59035104.0,James Babson,Hellboy,1.0,assassin|demon|hero|nazi|superhero,English,PG-13,66000000.0,2004.0,6.8,0,Action
743,Steven Zaillian,115.0,234.0,3000.0,56702901.0,Robert Duvall,A Civil Action,1.0,1980s|law firm|lawsuit|lawyer|toxic waste,English,PG-13,60000000.0,1998.0,6.5,1000,Drama
744,Chris Butler,92.0,28.0,10000.0,55994557.0,Anna Kendrick,ParaNorman,0.0,curse|ghost|outcast|witch|zombie,English,PG,60000000.0,2012.0,7.0,12000,Adventure
745,Michael Caton-Jones,124.0,105.0,24000.0,54910560.0,J.K. Simmons,The Jackal,0.0,assassin|fbi|ira|jackal|russian,English,R,60000000.0,1997.0,6.3,0,Action
746,John Woo,119.0,610.0,834.0,53789313.0,Ivana Milicevic,Paycheck,0.0,anti hero|babe scientist|engineer|memory|money,English,PG-13,60000000.0,2003.0,6.3,0,Action
747,Jon Avnet,124.0,50.0,1000.0,51045801.0,Joe Mantegna,Up Close & Personal,2.0,journalism|news anchor|newscast|newscaster|tv journalism,English,PG-13,60000000.0,1996.0,6.1,829,Drama
748,Sam Fell,93.0,18.0,9000.0,50818750.0,Emma Watson,The Tale of Despereaux,0.0,book|darkness|dungeon|princess|rat,English,G,60000000.0,2008.0,6.1,0,Adventure
749,,22.0,,732.0,,Bianca Kajlich,Rules of Engagement,3.0,fiance|fiancee|magazine editor|naivety|womanizer,English,TV-PG,,,7.3,0,Comedy
750,Kevin Donovan,98.0,11.0,966.0,50189179.0,Romany Malco,The Tuxedo,2.0,chauffeur|hospital|secret agent|spying|tuxedo,English,PG-13,60000000.0,2002.0,5.3,797,Action
751,Geoff Murphy,92.0,14.0,789.0,50024083.0,Peter Greene,Under Siege 2: Dark Territory,1.0,colorado|niece|satellite|terrorist|train,English,R,60000000.0,1995.0,5.4,1000,Action
752,Kenneth Branagh,105.0,0.0,539.0,50549107.0,Colm Feore,Jack Ryan: Shadow Recruit,3.0,covert analyst|marine|russian|spy|stock market,English,PG-13,60000000.0,2014.0,6.2,17000,Action
753,David O. Russell,124.0,737.0,34000.0,56443482.0,Jennifer Lawrence,Joy,3.0,based on real person|female inventor|mop|sales pitch|woman holding a shotgun,English,PG-13,60000000.0,2015.0,6.6,24000,Biography
754,Babak Najafi,99.0,24.0,18000.0,62401264.0,Gerard Butler,London Has Fallen,3.0,british|funeral|good versus evil|mole|sequel,English,R,60000000.0,2016.0,5.9,28000,Action
755,Jean-Pierre Jeunet,116.0,0.0,1000.0,47748610.0,Gary Dourdan,Alien: Resurrection,0.0,alien|blood|breeding|clone|scientist,English,R,75000000.0,1997.0,6.3,0,Action
756,Antoine Fuqua,124.0,845.0,650.0,46975183.0,Tate Donovan,Shooter,0.0,colonel|ethiopia|marksman|on the run|rangefinder,English,R,61000000.0,2007.0,7.2,0,Action
757,Graham Annable,96.0,7.0,874.0,50807639.0,Isaac Hempstead Wright,The Boxtrolls,3.0,chase|puppet animation|red hat|stop motion animation|troll,English,PG,60000000.0,2014.0,6.8,11000,Adventure
758,Griffin Dunne,104.0,165.0,1000.0,46611204.0,Goran Visnjic,Practical Magic,1.0,curse|death|island|love|magic,English,PG-13,48000000.0,1998.0,6.1,0,Comedy
759,Phil Lord,100.0,97.0,11000.0,257756197.0,Morgan Freeman,The Lego Movie,0.0,based on toy|dual personality|evil businessman|good cop bad cop|lego,English,PG,60000000.0,2014.0,7.8,64000,Action
760,John Pasquin,115.0,11.0,1000.0,48472213.0,Eileen Brennan,Miss Congeniality 2: Armed and Fabulous,2.0,bodyguard|fbi|fbi agent|female protagonist|undercover,English,PG-13,45000000.0,2005.0,5.0,621,Action
761,Rob Bowman,101.0,38.0,23000.0,43060566.0,Christian Bale,Reign of Fire,0.0,castle|dragon|fire breathing dragon|militia|survival,English,PG-13,60000000.0,2002.0,6.2,0,Action
762,Ruben Fleischer,113.0,181.0,33000.0,45996718.0,Ryan Gosling,Gangster Squad,3.0,good versus evil|machine gun|mobster|police vigilantism|year 1949,English,R,60000000.0,2013.0,6.7,40000,Action
763,Harold Ramis,100.0,11000.0,10000.0,43337279.0,Olivia Wilde,Year One,2.0,abraham|hunter|princess|sodom|tribe,English,PG-13,60000000.0,2009.0,4.9,0,Adventure
764,Clint Eastwood,134.0,16000.0,13000.0,37479778.0,Matt Damon,Invictus,1.0,apartheid|nation|nelson mandela|president|rugby,English,PG-13,60000000.0,2009.0,7.4,23000,Biography
765,Kevin Macdonald,127.0,162.0,18000.0,36965395.0,Robin Wright,State of Play,3.0,congressman|conspiracy|newspaper|political conspiracy|subway,English,PG-13,,2009.0,7.1,0,Crime
766,Tony Gilroy,125.0,209.0,8000.0,40559930.0,Julia Roberts,Duplicity,0.0,ceo|dubai|product|rivalry|spy,English,PG-13,60000000.0,2009.0,6.2,0,Comedy
767,Donald Petrie,94.0,80.0,1000.0,36830057.0,Steven Anthony Lawrence,My Favorite Martian,2.0,alien|hidden camera|martian|reporter|spaceship,English,PG,65000000.0,1999.0,4.9,448,Comedy
768,Clark Johnson,107.0,69.0,310.0,36279230.0,Blair Brown,The Sentinel,0.0,first lady|framed|investigation|president|secret service,English,PG-13,60000000.0,2006.0,6.1,690,Action
769,Jorge Blanco,91.0,2.0,12000.0,42194060.0,Dwayne Johnson,Planet 51,1.0,alien|alien planet|astronaut|planet|teenager,English,PG,70000000.0,2009.0,6.1,0,Adventure
770,Stuart Baird,116.0,53.0,27000.0,43119879.0,Tom Hardy,Star Trek: Nemesis,0.0,earth|federation|romulan|slave|space,English,PG-13,60000000.0,2002.0,6.4,0,Action
771,Joel Coen,100.0,0.0,436.0,35096190.0,Cedric the Entertainer,Intolerable Cruelty,1.0,attorney|divorce|marriage|real estate|screwball comedy,English,PG-13,60000000.0,2003.0,6.3,0,Comedy
772,Robert Lorenz,111.0,39.0,16000.0,35754555.0,Clint Eastwood,Trouble with the Curve,0.0,aging|baseball|baseball scout|north carolina|pitcher,English,PG-13,,2012.0,6.8,11000,Drama
773,Martin Campbell,117.0,258.0,2000.0,43290977.0,Bojana Novakovic,Edge of Darkness,1.0,activist|detective|father daughter relationship|investigation|vigilantism,English,R,80000000.0,2010.0,6.6,0,Crime
774,Peter Hyams,110.0,0.0,510.0,33927476.0,John Kapelos,The Relic,0.0,fire|helicopter|museum|police sergeant|relic,English,R,40000000.0,1997.0,5.7,956,Horror
775,Harold Ramis,96.0,11000.0,22000.0,32122249.0,Robert De Niro,Analyze That,1.0,blonde|mafia|mental illness|prison|second part,English,R,60000000.0,2002.0,5.9,846,Comedy
776,Jon Avnet,101.0,50.0,22000.0,40076438.0,Robert De Niro,Righteous Kill,2.0,blood splatter|execution|new york city|nypd|serial killer,English,R,60000000.0,2008.0,6.0,0,Action
777,Harold Becker,111.0,17.0,13000.0,32940507.0,Bruce Willis,Mercury Rising,1.0,autistic child|boy|child in danger|fbi|nsa,English,R,60000000.0,1998.0,6.1,0,Action
778,Joe Wright,117.0,456.0,21000.0,31670931.0,Robert Downey Jr.,The Soloist,0.0,columnist|journalist|los angeles times|musician|wearing a traffic cone as a hat,English,PG-13,60000000.0,2009.0,6.7,0,Biography
779,Robert Redford,126.0,0.0,13000.0,30695227.0,Matt Damon,The Legend of Bagger Vance,3.0,caddy|game|golf|golf course|golfer,English,PG-13,60000000.0,2000.0,6.7,0,Drama
780,Cameron Crowe,152.0,488.0,22000.0,32522352.0,Philip Seymour Hoffman,Almost Famous,1.0,band|magazine|rolling stone magazine|smoking marijuana|tour,English,R,60000000.0,2000.0,7.9,15000,Adventure
781,Tim Hill,86.0,25.0,13000.0,28424210.0,Bill Murray,Garfield 2,0.0,cat|england|lti txii|peugeot 206|rover 3 5 litre.coupe p5b,English,PG,,2006.0,5.0,470,Animation
782,Lee Tamahori,101.0,93.0,287.0,26082914.0,Sunny Mabrey,xXx: State of the Union,2.0,coup d'etat|mutiny|president|u.s. navy|washington d.c.,English,PG-13,87000000.0,2005.0,4.3,0,Action
783,Scott Stewart,87.0,124.0,865.0,29136626.0,Josh Wingate,Priest,0.0,church|priest|sheriff|vampire|warrior,English,PG-13,60000000.0,2011.0,5.7,20000,Action
784,Patrick Gilmore,85.0,0.0,11000.0,26288320.0,Brad Pitt,Sinbad: Legend of the Seven Seas,0.0,book|framed|goddess|prince|sinbad,English,PG,60000000.0,2003.0,6.7,880,Adventure
785,Paul W.S. Anderson,130.0,545.0,722.0,26616590.0,Sean Pertwee,Event Horizon,0.0,solar system|space|spaceship|starship|year 2047,English,R,60000000.0,1997.0,6.7,10000,Horror
786,Tom Shadyac,104.0,293.0,780.0,30063805.0,Joe Morton,Dragonfly,0.0,death|doctor|grave|patient|venezuela,English,PG-13,60000000.0,2002.0,6.1,0,Drama
787,Brian De Palma,121.0,0.0,19000.0,22518325.0,Scarlett Johansson,The Black Dahlia,0.0,black dahlia|boxer|corpse|death|partner,English,R,50000000.0,2006.0,5.6,0,Crime
788,Tony Bill,140.0,23.0,11000.0,13082288.0,James Franco,Flyboys,1.0,american|france|military|pilot|training,English,PG-13,60000000.0,2006.0,6.6,2000,Action
789,Rod Lurie,131.0,37.0,968.0,18208078.0,Clifton Collins Jr.,The Last Castle,3.0,colonel|general|military|prison|three star general,English,R,60000000.0,2001.0,6.9,0,Action
790,Walter Hill,91.0,394.0,889.0,14218868.0,Robert Forster,Supernova,0.0,deep space|distress signal|explosion|mining|rescue,English,PG-13,65000000.0,2000.0,4.8,589,Horror
791,Akiva Goldsman,118.0,167.0,20000.0,22451.0,Matt Bomer,Winter's Tale,0.0,black and white photograph|drawing with blood|falling through ice|playing piano|red haired woman,English,PG-13,60000000.0,2014.0,6.2,17000,Drama
792,Harald Zwart,130.0,91.0,5000.0,31165421.0,Aidan Turner,The Mortal Instruments: City of Bones,3.0,battle|demon|magic|secret|warrior,English,PG-13,60000000.0,2013.0,6.0,44000,Fantasy
793,Brian Robbins,90.0,48.0,973.0,11802056.0,Marc Blucas,Meet Dave,1.0,alien|mutiny|orb|planet|spaceship,English,PG,60000000.0,2008.0,4.9,791,Adventure
794,Walter Salles,103.0,179.0,794.0,25472967.0,Dougray Scott,Dark Water,2.0,apartment|hello kitty|school|teacher|water,English,PG-13,30000000.0,2005.0,5.6,0,Drama
795,Ron Howard,122.0,2000.0,11000.0,22362500.0,Matthew McConaughey,Edtv,0.0,female removes her clothes|one word title|producer|television|video store,English,PG-13,55000000.0,1999.0,6.1,641,Comedy
796,Iain Softley,106.0,34.0,3000.0,17281832.0,Brendan Fraser,Inkheart,3.0,book|escape|girl|overalls|villain,English,PG,60000000.0,2008.0,6.1,0,Adventure
797,Frank Miller,103.0,436.0,19000.0,19781879.0,Scarlett Johansson,The Spirit,1.0,female star appears nude|pants falling down|samurai|white rat|woman in a towel,English,PG-13,60000000.0,2008.0,4.8,2000,Action
798,David Koepp,107.0,192.0,40000.0,7605668.0,Johnny Depp,Mortdecai,2.0,art dealer|fake painting|macguffin|moustache|stolen painting,English,R,60000000.0,2015.0,5.5,12000,Action
799,Uwe Boll,156.0,892.0,26000.0,4535117.0,Jason Statham,In the Name of the King: A Dungeon Siege Tale,3.0,farmer|king|krug|rescue|wizard,English,PG-13,60000000.0,2007.0,3.8,0,Action
800,Martin Campbell,127.0,258.0,11000.0,4426297.0,Angelina Jolie Pitt,Beyond Borders,2.0,africa|american|border|doctor|well,English,R,35000000.0,2003.0,6.5,0,Adventure
801,Pou-Soi Cheang,119.0,3.0,879.0,,Li Gong,Xi you ji zhi: Sun Wukong san da Baigu Jing,1.0,buddhism|demon|journey to the west|monk|monkey king,English,,68005000.0,2016.0,6.0,426,Action
802,John Dahl,132.0,131.0,11000.0,10166502.0,James Franco,The Great Raid,0.0,american|lieutenant colonel|mission|rescue|soldier,Filipino,R,80000000.0,2005.0,6.7,0,Action
